SUST.;ELEMENTOS;ACOES;PADRAO
10;1;1;(ANTEROPOSTERIOR DIREITA)
10;1;1;(TENTATIVA DE PEGADA)
10;1;1;(GOLA DIREITA)
10;2;2;(ANTEROPOSTERIOR DIREITA) (TENTATIVA DE PEGADA)
10;1;2;(ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA)
10;2;3;(ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (TENTATIVA DE PEGADA)
10;1;3;(ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA, GOLA DIREITA)
10;1;2;(ANTEROPOSTERIOR DIREITA, GOLA DIREITA)
10;2;2;(TENTATIVA DE PEGADA) (TENTATIVA DE PEGADA)
10;1;2;(TENTATIVA DE PEGADA, GOLA DIREITA)
