SUST.;ELEMENTOS;ACOES;PADRAO
3;1;1;(IPPON)
3;2;3;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;2;(ANTEROPOSTERIOR DIREITA) (IPPON)
3;2;4;(ANTEROPOSTERIOR DIREITA, MANGA DIREITA) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;3;(ANTEROPOSTERIOR DIREITA, MANGA DIREITA) (IPPON)
3;2;5;(ANTEROPOSTERIOR DIREITA, MANGA DIREITA, GOLA ESQUERDA E MANGA DIREITA) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;4;(ANTEROPOSTERIOR DIREITA, MANGA DIREITA, GOLA ESQUERDA E MANGA DIREITA) (IPPON)
3;1;2;(ANTEROPOSTERIOR DIREITA, IPPON)
3;2;4;(ANTEROPOSTERIOR DIREITA, TRANSI플O SEM ATAQUE) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;3;(ANTEROPOSTERIOR DIREITA, TRANSI플O SEM ATAQUE) (IPPON)
3;2;4;(ANTEROPOSTERIOR DIREITA, GOLA ESQUERDA E MANGA DIREITA) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;3;(ANTEROPOSTERIOR DIREITA, GOLA ESQUERDA E MANGA DIREITA) (IPPON)
3;2;3;(MANGA DIREITA) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;2;(MANGA DIREITA) (IPPON)
3;2;4;(MANGA DIREITA, GOLA ESQUERDA E MANGA DIREITA) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;3;(MANGA DIREITA, GOLA ESQUERDA E MANGA DIREITA) (IPPON)
3;2;3;(TRANSI플O SEM ATAQUE) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;2;(TRANSI플O SEM ATAQUE) (IPPON)
3;2;3;(GOLA ESQUERDA E MANGA DIREITA) (ANTEROPOSTERIOR DIREITA, IPPON)
3;2;2;(GOLA ESQUERDA E MANGA DIREITA) (IPPON)
